,start_station,end_station,Hour,avg_speed
0,1,1,5,43.0
1,10,10,8,5.895616633663366
2,10,10,10,7.755874698795181
3,10,10,13,2.813326917293233
4,10,10,16,14.6304
5,10,10,17,4.229686153846154
6,10,10,19,16.09344
7,10,10,20,43.0
8,10,10,22,8.470231578947368
9,10,107,1,17.523390242326336
10,10,119,1,17.693837677578752
11,10,130,1,7.457089655172413
12,10,130,2,4.992876301884094
13,10,130,5,12.311921311475409
14,10,130,19,5.202950491283676
15,10,130,22,10.271401411764705
16,10,130,23,7.0539439911944815
17,10,132,7,9.642190344827586
18,10,132,17,13.176762570694088
19,10,134,7,4.484535652173913
20,10,138,16,9.329385205479452
21,10,153,13,16.39409585884795
22,10,166,14,13.310634762171237
23,10,174,13,15.311119999999999
24,10,180,14,5.154402461538462
25,10,197,14,5.28066
26,10,205,7,6.751012861381075
27,10,205,10,5.652501392497446
28,10,215,7,4.918501852731591
29,10,215,19,11.810014904942966
30,10,215,20,3.54816
31,10,216,1,10.542693333333332
32,10,216,19,4.663813224489796
33,10,216,20,3.3880926315789472
34,10,218,19,6.591031959798995
35,10,218,22,1.703009523809524
36,10,218,23,5.507260836501902
37,10,219,2,8.891403314917127
38,10,28,2,11.525968457142856
39,10,28,16,4.096329005628518
40,10,53,5,8.924009765258216
41,10,93,10,13.39259916782247
42,101,101,13,16.09344
43,101,101,23,7.120626905370845
44,101,112,10,19.253460944490474
45,101,130,5,6.614941538461539
46,101,130,8,10.621131256281409
47,101,130,13,12.052145260029718
48,101,19,5,7.064572162740899
49,101,196,13,13.579526111869031
50,101,197,14,8.470231578947368
51,101,28,14,10.766938619469027
52,101,95,19,10.969070151477691
53,102,102,2,7.04088
54,102,102,13,1.1360075294117649
55,102,102,14,0.4768426666666667
56,102,102,16,3.5122491205211723
57,102,102,19,4.726096583493282
58,102,102,22,7.046316972972974
59,102,112,17,4.325305554842848
60,102,129,14,3.387178413383702
61,102,130,20,9.142393440702781
62,102,134,19,6.663543972125435
63,102,134,20,9.144
64,102,135,17,7.955341082164329
65,102,144,8,6.826266323907454
66,102,145,14,5.589338443113773
67,102,146,2,10.379364674157303
68,102,146,8,6.346963415730337
69,102,157,10,5.957031257344301
70,102,157,16,6.473007232472326
71,102,160,2,6.327761238390093
72,102,160,8,6.338772866520789
73,102,160,11,5.832155055195008
74,102,160,13,5.356364296520424
75,102,160,20,6.437376
76,102,160,22,6.843150769230769
77,102,171,23,16.22046004735596
78,102,173,7,5.334049400324149
79,102,177,22,7.066408934010153
80,102,180,23,5.296575189873417
81,102,196,14,4.611300859598854
82,102,197,1,9.23704023150062
83,102,197,16,6.450608016443987
84,102,197,20,5.060830188679246
85,102,198,5,2.4759138461538464
86,102,198,16,4.050080191254475
87,102,198,22,4.985345250700717
88,102,198,23,4.243706288032455
89,102,203,23,10.616510974106042
90,102,216,20,6.930943164763459
91,102,258,1,5.674565549132948
92,102,258,14,4.260992260692465
93,102,258,16,3.485550456852792
94,102,258,17,5.555728645963303
95,102,258,22,4.946392096597146
96,102,258,23,6.467457196261682
97,102,36,2,5.092316795727637
98,102,36,7,3.893574193548387
99,102,36,13,5.516565773195877
100,102,36,14,3.793738957816377
101,102,36,19,4.686212413793103
102,102,36,20,5.646041104972376
103,102,37,22,8.258475789473684
104,102,37,23,6.5535453796166285
105,102,56,10,6.305199023307436
106,102,56,16,5.833443070362473
107,102,61,23,11.070277454981994
108,102,63,16,4.4977245531080605
109,102,63,19,5.30352
110,102,7,10,7.778313410483322
111,102,7,16,7.498080000000001
112,102,7,19,6.005193115727003
113,102,7,22,9.073720729312763
114,102,76,19,6.514011428571428
115,102,82,14,6.458551578947369
116,102,82,16,4.475818666666667
117,102,82,17,4.201449105691057
118,102,82,20,7.251589565217391
119,102,83,16,5.9070812095933265
120,102,83,19,6.074344582593251
121,102,93,16,8.574373770491803
122,102,95,7,6.981712941176471
123,102,95,8,3.4689816098226465
124,102,95,16,4.612387207701733
125,102,95,17,4.993105135977828
126,102,95,22,6.3078101694915265
127,102,95,23,5.164738723404255
128,106,1,5,21.002032875436555
129,106,100,14,8.06328840082361
130,106,100,22,8.34860212160414
131,106,106,1,5.05538969908329
132,106,106,2,5.687968930545542
133,106,106,5,19.918929836065576
134,106,106,8,3.1978620043733645
135,106,106,10,2.991016573077691
136,106,106,11,4.930812660951524
137,106,106,13,4.790649112744328
138,106,106,14,2.5481278191485774
139,106,106,16,4.505296574210868
140,106,106,17,4.73651044064663
141,106,106,19,4.368797429031071
142,106,106,20,9.715075298023248
143,106,106,22,9.713274008173167
144,106,106,23,6.180635281940032
145,106,107,1,4.68934705517669
146,106,107,2,8.223258089171974
147,106,107,17,6.638405929993137
148,106,107,19,6.131356497143528
149,106,107,22,5.613702174675094
150,106,107,23,6.176326991596639
151,106,108,20,12.25644817438692
152,106,11,20,8.201077431192662
153,106,11,22,6.804815510204082
154,106,112,1,8.427182193095575
155,106,112,2,9.337513538851692
156,106,112,5,13.319676988826817
157,106,112,10,7.591068021015762
158,106,112,11,5.798452209381373
159,106,112,17,6.443811675388872
160,106,112,20,10.039685085709362
161,106,112,22,7.582728904022337
162,106,112,23,11.806115315370072
163,106,113,2,10.215283237907206
164,106,113,17,6.972300000000001
165,106,113,19,5.768046385321102
166,106,113,22,7.622207133682314
167,106,113,23,7.409396750127747
168,106,114,2,7.504625178947368
169,106,114,8,9.836973864168618
170,106,114,11,5.549462068965517
171,106,114,14,8.367929907881269
172,106,114,17,6.68148997752809
173,106,114,23,5.980487474452555
174,106,123,1,7.955131317073172
